There will be 120 million viewers tuning in to this evening reception .  ||| 将 会 有 一亿二千万 的 观众 收看 到 这 台 晚会 。
The two British nationals charged with leaking the information already appeared in court for interrogation yesterday for the first time . ||| *T*-1 被 控 *PRO* 泄露 这 一 消息 的 两 名 英国人 昨天 呢 ， 已经 首次 出庭 接受 审问 ，
According to a report by the British newspaper the Guardian , al-Jazeera TV station is now considering suing US President Bush for this matter . ||| 而 据 英国 卫报 的 报道 ， 半岛 电视台 现在 呢 也 正在 考虑 ， 就 此 事 呢 ， 起诉 美国 总统 布什 。
Well , what exactly was this incident ?  ||| 那么 这 一 事件 究竟 是 怎么 回 事儿 ？
Why has al-Jazeera TV station become a thorn in Bush 's side ?  ||| 半岛 电视台 为什么 成 了 布什 的 眼中钉 ？
These are all the topics we will be focusing on today .  ||| 这些 都 是 我们 今天 所 要 关注 的 话题 。
Two honorable guests have been invited to our studio .  ||| 演播室 呢 ， 请到 了 两 位 嘉宾 ， 我 来 介绍 一下 。
Let me give you an introduction .  ||| 演播室 呢 ， 请到 了 两 位 嘉宾 ， 我 来 介绍 一下 。
One is Mr . Ruan Zongze , vice director of the China Institute of International Studies .  ||| 一 位 呢 ， 是 中国 国际 问题 研究所 的 副所长 阮宗泽 先生 ， 阮宗泽 先生 呢 对 英 美 问题 呢 非常 有 研究 。
Mr . Ruan Zongze has done extensive researches on British and US issues .  ||| 一 位 呢 ， 是 中国 国际 问题 研究所 的 副所长 阮宗泽 先生 ， 阮宗泽 先生 呢 对 英 美 问题 呢 非常 有 研究 。
The other is Mr . Wu Huixuan , former CIR chief correspondent based in Qatar .  ||| 另外 一 位 呢 是 中国 国际 广播 电台 呢 前 *T*-1 驻 卡塔尔 站 的 首席 记者 吴茴萱 先生 ，
Hello !  ||| 你 好 ！
Welcome you two to the studio for our interview .  ||| 欢迎 两 位 呢 到 演播室 接受 我们 的 采访 。
Well , at the start of today 's program , let 's learn about the full context of this incident together .  ||| 那么 在 今天 节目 的 一开始 呢 ， 我们 还是 一起 来 了解 一下 这 个 事件 的 来龙去脉 。
We will first talk about the Daily Mirror article that started it .  ||| 我们 首先 呢 从 每日镜报 的 这个 开始 文章 说起 ，
What we are seeing now on screen is a very popular newspaper in Britain called the Daily Mirror .  ||| 现在 我们 看到 这个 屏幕 上 呢 就 是 英国 的 一 份 很 畅销 的 报纸 ， 叫 每日镜报 。
Next , let 's see ; this is a November 22 article .  ||| 那么 接下来 ， 看 呢 ， 这 是 十一月 二十二号 的 一 篇 文章 ，
The title goes like this :  ||| 标题 呢 就 是 这样 的 ，
Exclusive report : Bush Planned to Bomb his Arab Ally  ||| 独家 报道 ， 布什 计划 轰炸 他 的 阿拉伯 盟友 。
Well , let 's now look at the content of the article .  ||| 那么 我们 再 来 看 文章 的 内容 ，
The article writes that the minutes of a meeting between British Prime Minister Blair , who was visiting the US on April 16 , 2004 , and US President Bush at the White House showed that Bush had intended to take military actions against ||| 文章 写到 呢 ， 英国 首相 布莱尔 二零零四年 四月 十六号 访 美 期间 ， 在 白宫 和 美国 总统 布什 的 谈话 记录 显示 ， 布什 呢 ， 有意 对 *T*-1 位于 卡塔尔 首都 多哈 的 半岛
Then , Blair said to Bush that such an action would trigger a worldwide uproar .  ||| 那么 ， 布莱尔 对 布什 说 ， 这样 做 会 引起 世界 范围 的 轰动 ，
These are some records of the conversation between the two men .  ||| 这 是 关于 这个 两 个 人 谈话 的 一些 记录 。
Let 's now look at this article .  ||| 我们 再 来 看 这 篇 文章 ，
let 's look at this line marked with a black frame , which writes : Undoubtedly Bush wanted to do this .  ||| 其中 呢 ， 有 一 段 这样 写到 ， 我们 看到 这 一 行 ， *T*-1 画 黑 框 的 这个 这 字 写 的 是 ， 毫无疑问 ， 说 布什 呢 想要 这么 做 ，
And equally without doubt , Blair did not want him , that is , Bush , to do this .  ||| 那么 同样 的 毫无疑问 ． 布莱尔 呢 ， 不 想 让 他 ， 也 就 指 布什 这么 做 。
Well , it happened , er , that our correspondent did an interview at the al-Jazeera 's Beijing office today and happened to videotape the image we are watching now , which was broadcast live by al-Jazeera TV station . ||| 那么 正好 呢 ， 呃 ， 我们 的 记者 呢 今天 在 半岛 电视台 北京 记者站 呢 ， 做 了 采访 ， *pro* 正好 拍到 了 的 ， 现在 我们 看到 的 ， 拍到 这个 画面 呢
It was the news about Bush 's plan to bomb al-Jazeera TV station .  ||| 那么 正好 呢 ， 呃 ， 我们 的 记者 呢 今天 在 半岛 电视台 北京 记者站 呢 ， 做 了 采访 ， *pro* 正好 拍到 了 的 ， 现在 我们 看到 的 ， 拍到 这个 画面 呢
So what we are seeing on screen was exactly transmitted by al-Jazeera TV station .  ||| 因为 我们 通过 这个 画面 看到 的 正好 是 这个 半岛 电视台 这个 信号 啊 。
Well , yesterday the two British nationals involved in the disclosure of the incident were interrogated by the court .  ||| 那么 ， 昨天 呢 ， 两 名 *T*-1 涉嫌 对 此 事 泄密 的 英国人 呢 ， 已经 接受 了 法庭 的 审问 ， 那么 这个 呢 就 是 两 个 人 受审 的 情景 。
Well , here is the scene of the two persons under interrogation .  ||| 那么 ， 昨天 呢 ， 两 名 *T*-1 涉嫌 对 此 事 泄密 的 英国人 呢 ， 已经 接受 了 法庭 的 审问 ， 那么 这个 呢 就 是 两 个 人 受审 的 情景 。
In the meantime , al-Jazeera TV station also protested several times upon learning the information .  ||| 而 半岛 电视台 呢 ， 也 在 得知 这 一 个 消息 以后 呢 进行 了 多 次 的 抗议 。
Well , this is a brief introduction of the context of the incident .  ||| 那么 这个 呢 ， 就 是 一 个 简单 的 关于 这 件 事情 的 来龙去脉 ，
Well , regarding this topic , the first question today is that we want to find out clearly whether this incident was real or not . ||| 那么 谈 这个 话题 呢 ， 今天 首先 第一 个 问题 呢 ， 我们 想 弄 清楚 ， 就 是 这个 事儿 到底 是 不 是 真的 ？
Let 's start with this newspaper .  ||| 咱们 先 从 这个 报纸 说起 ，
Well , Director Yuan , I know that you also once worked in Britain .  ||| 那么 ， 阮 所长 ， 我 知道 ， 您 也 曾经 在 英国 工作 过 ， 那么 这个 每日镜报 它 是 一 个 什么样 的 报纸 ？
Well , what kind of newspaper is the Daily Mirror ?  ||| 那么 ， 阮 所长 ， 我 知道 ， 您 也 曾经 在 英国 工作 过 ， 那么 这个 每日镜报 它 是 一 个 什么样 的 报纸 ？
It is said to have a very large circulation , but people still call it a tabloid .  ||| 据说 它 的 发行量 非常 大 ， 但是 大家 呢 都 还 管 它 叫 小 报 ， 那么 它 登 的 消息 的 准确性 有 多 高 ？
So how accurate is the news carried by it ?  ||| 据说 它 的 发行量 非常 大 ， 但是 大家 呢 都 还 管 它 叫 小 报 ， 那么 它 登 的 消息 的 准确性 有 多 高 ？
This is true .  ||| 这个 确实 是 这样 ， 它 的 发行量 应该 说 在 英国 的 报刊 当中 是 *T*-1 最 大 的 之一 吧 。
Its circulation should be considered one of the largest among British newspapers .  ||| 这个 确实 是 这样 ， 它 的 发行量 应该 说 在 英国 的 报刊 当中 是 *T*-1 最 大 的 之一 吧 。
Uh-huh .  ||| 嗯 。
But at the same time , interestingly , it is not a mainstream newspaper , either .  ||| 但是 同时 呢 也 很 ， 很 有 意思 的 ， 它 又 不 是 一 个 主流 报刊 。
Uh-huh .  ||| 嗯 。
That is why it is called a tabloid , because it does not belong to the mainstream in the current British newspaper industry . ||| 因此 在 ， 哎 称为 小 报 就 是 因为 它 不 属于 是 英国 现在 这个 报业 的 当中 的 主流派 。
It is still called a tabloid .  ||| 还是 被 称为 小 报 。
It is placed together with other city newspapers , yet it is also a newspaper of national circulation with an extremely powerful influence . ||| 和 其他 那个 都市类 报刊 啊 这些 放 在一起 ， 但是 它 又 是 一 个 *T*-1 全国性 发行 的 报刊 ， 影响 是 非常 地 大 ，
Uh-huh .  ||| 嗯 。
Uh-huh .  ||| 嗯 。
Its influence is mainly on ordinary readers , the general public .  ||| 这个 影响 呢 主要 是 对 这个 普遍 的 读者 ， 普通 的 老百姓 ，
That 's because most British newspapers have their own steady readership .  ||| 因为 英国 的 好多 这个 ， 这个 报纸 它 又 有 *T*-1 相当 固定 的 一 种 对象 。
They have different levels of readership , ah .  ||| 它 分 层次 读者群 ， 啊 。
Right , they have a fairly steady readership .  ||| 哎 ， 说 读者群 是 比较 固定 的 。
Right .  ||| 对 。
Well , this newspaper is said to have various kinds of topics appropriate to all ages .  ||| 那么 这个 报纸 呢 ， 就 说 老少皆宜 ， 都 可以 谈 。
Uh-huh , uh-huh .  ||| 嗯 。 嗯 。
Well , so , now we need to seriously consider its authenticity or accuracy .  ||| 那么 所以 呢 ， 现在 呢 ， 就说 ， 要 认真 地 讲 它 的 真实性 ， 或者 准确性 。
Is the news carried by it credible or not ?  ||| 他 刊登 的 消息 可信 不 可信 ？
How much is its accuracy , I think , is still quite hard to determine at this time , indeed ,  ||| 准确性 有 多 大 ， 这个 现在 确实 我 觉得 的 还 是 比较 难以 判断 。
Uh-huh .  ||| 嗯 。
because I will mainly speak from two perspectives .  ||| 因为 我 ， 主要 从 两 个 方面 讲 ， 一 个 呢 就 是 这个 镜报 它 在 *pro* 拿到 这个 消息 的 时候 呢 ， 它 头 一 天 晚上 曾经 跟 唐宁街 十 号 打 过 电话 。 就 询问 ， 就说
First , when the Mirror got hold of the news , it called 10 Downing Street the first night , saying that it had such information . ||| 因为 我 ， 主要 从 两 个 方面 讲 ， 一 个 呢 就 是 这个 镜报 它 在 *pro* 拿到 这个 消息 的 时候 呢 ， 它 头 一 天 晚上 曾经 跟 唐宁街 十 号 打 过 电话 。 就 询问 ， 就说
Uh-huh , uh-huh .  ||| 嗯 。 嗯 。
Well , it meant to find out whether 10 Downing Street had anything to say , but Downing Street said it had no comments .  ||| 那么 意思 是 看 唐宁街 十 号 有 什么 说法 ， 唐宁街 回答 说 不 予 评论 。
Uh-huh .  ||| 嗯 。
However , when the news was released , it set off such a mighty uproar .  ||| 但 一 发 出来 之后 就 引起 了 这个 轩然大波 。
Uh-huh .  ||| 嗯 。
This is the first point .  ||| 这 是 第一 点 。
The second point is to look at the reaction of al-Jazeera TV station .  ||| 第二 点 呢 ， 现在 从 这个 半岛 电视台 的 反应 来看 ， 半岛 电视台 现在 要求 ， 英国 所 做 的 事情 就说 ， 你 要么 肯定 它 是 真的 ， 要么 你 就 否认 。
What al-Jazeera TV station is now asking Britain to do is to either confirm the news as true or to deny it .  ||| 第二 点 呢 ， 现在 从 这个 半岛 电视台 的 反应 来看 ， 半岛 电视台 现在 要求 ， 英国 所 做 的 事情 就说 ， 你 要么 肯定 它 是 真的 ， 要么 你 就 否认 。
Uh-huh , uh-huh .  ||| 嗯 。 嗯 。
However , right now , Britain has neither said it is true nor said it is not .  ||| 但是 现在 英国 方面 ， 也 没有 说 它 是 。 啊 不置可否 ， 就 是 处于 这 种 状况 。
That is the situation .  ||| 但是 现在 英国 方面 ， 也 没有 说 它 是 。 啊 不置可否 ， 就 是 处于 这 种 状况 。
It did not confirm anything .  ||| 也 不置可否 。
However , there is still one detail .  ||| 但是 还 有 一 个 细节 ， 刚才 我们 ， 介 到 ， 介绍 这个 来龙去脉 也 谈到 了 ， 其中 *T*-1 涉及 到 泄密 的 两 名 工作 人 呢 ， 两 名 工作 人员 吧 ， 也 算 英国
When we introduced the context information , we also mentioned the two staff members involved in the leakage of the information . ||| 但是 还 有 一 个 细节 ， 刚才 我们 ， 介 到 ， 介绍 这个 来龙去脉 也 谈到 了 ， 其中 *T*-1 涉及 到 泄密 的 两 名 工作 人 呢 ， 两 名 工作 人员 吧 ， 也 算 英国
These two staff members , also considered British government employees , have already been under interrogation .  ||| 但是 还 有 一 个 细节 ， 刚才 我们 ， 介 到 ， 介绍 这个 来龙去脉 也 谈到 了 ， 其中 *T*-1 涉及 到 泄密 的 两 名 工作 人 呢 ， 两 名 工作 人员 吧 ， 也 算 英国
Well , since they are under interrogation , it means they may have indeed divulged the secret .  ||| 那么 既然 接受 审问 ， 那 说明 他 确实 可能 泄 过 密 。
Could this be used to determine that there was indeed such an incident ?  ||| 是 不 是 可以 由此 判断 这 事儿 还是 有 事儿 ？
There was such an incident , um , uh-huh .  ||| 有 这么 事儿 ， 嗯 ， 嗯 ，
I think there are two questions involved in this matter .  ||| 我 觉得 的 这个 这个 事儿 有 两 个 问题 ， 一 个 是 泄 没 泄密 ， 还 有 一 个 就 是 布什 要 炸 半岛 电视台 这个 消息 是 不 是 属实 的 ，
One is whether there is any secret being divulged , and the other is whether the news that Bush wanted to bomb al-Jazeera TV station is true . ||| 我 觉得 的 这个 这个 事儿 有 两 个 问题 ， 一 个 是 泄 没 泄密 ， 还 有 一 个 就 是 布什 要 炸 半岛 电视台 这个 消息 是 不 是 属实 的 ，
Uh-huh .  ||| 嗯 。
Uh-huh .  ||| 嗯 。
I think these are two different questions .  ||| 我 觉得 这 是 两 个 不同 的 问题 。
Uh-huh .  ||| 嗯 。
Regarding the leakage of the secret , it seems that the possibility here , ah , is really big .  ||| 那么 泄密 这个 事情 呢 ， 看来 可能 在 这里 ， 可 哎 可能性 是 非常 大 的 。
What secret exactly was divulged ?  ||| 到底 *pro* 泄 的 什么 密 ？
Um .  ||| 嗯 。
Because according to the British , um , government , um , its Official Secrets Act Section 5 , that is to say , it is illegal for newspapers or media to publicize indiscreetly government information obtained through unauthorized channels . ||| 因为 根据 英国 ， 这个 ， 国家 这个 它 的 政府 保密法 第五 条 规定 的话 ， 就说 ， 如果 这个 报章 或者 这个 媒体 随便 刊登 这个 *pro* *T*-1 未 经 授权 的 这 种
Uh-huh .  ||| 嗯 。
Uh-huh .  ||| 嗯 。
So , well , these two people have already been suspected of violating this section , and that is why they have been sued .  ||| 所以 那么 这 两 个 人 呢 ， 已经 涉嫌 违法 这 一 条 ， 所以 他们 受到 了 这个 起诉 。
Right .  ||| 对 。
Well , of course it is still in a preliminary stage right now , and yesterday a hearing lasting only 15 minutes was held .  ||| 那么 当然 现在 处于 初级 阶段 ， 昨天 呢 ， 刚刚 举行 了 就 十五 分钟 的 这个 听证会 。
Uh-huh .  ||| 嗯 。
But , both of these two people denied they were guilty .  ||| 但是 这 两 个 人 呢 ， 他们 都 否认 自己 是 有罪 的 。
Uh-huh .  ||| 嗯 。
So , now it will still have to go through a quite lengthy judicial procedure .  ||| 所以 现在 呢 还 ， 还 要 进人 一 个 比较 漫长 的 这个 司法 程序 。
Eh , in other words , although they were interrogated , whether the secret leaked was something like our topic today , that is , Bush said he wanted to bomb al-Jazeera TV station , whether the secret divulged was this record , these are still two ||| 嗯 ， 也 就 是 虽然 接受 了 审问 ， 但是 ， 泄密 ， 泄 了 什么 密 ， 是 不 是 *pro* 泄 的 就象 ， 嗯 ， 我们 今天 谈 的
However , it should be closely related to this because this is about the so-called memo .  ||| 但是 应该 和 这个 有 密切 的 关系 ， 因为 这个 就 是 所谓 的 这个 备忘录
Uh-huh .  ||| 嗯 。
It should be closely related .  ||| 有 密切 关系 。
Yeah .  ||| 是
Uh-huh .  ||| 嗯 。
On April 16 of last year when Blair was visiting the US , they had some exchange between them .  ||| 去年 的 四月 十六号 ， 布莱尔 当时 访问 美国 的 时候 ， 他们 之间 它 要 交流 。 有 了 这么 一 个 备忘录 ， 大概 有 五 页 这么 长 ，
That was how this memo came into being .  ||| 去年 的 四月 十六号 ， 布莱尔 当时 访问 美国 的 时候 ， 他们 之间 它 要 交流 。 有 了 这么 一 个 备忘录 ， 大概 有 五 页 这么 长 ，
It was about five pages long .  ||| 去年 的 四月 十六号 ， 布莱尔 当时 访问 美国 的 时候 ， 他们 之间 它 要 交流 。 有 了 这么 一 个 备忘录 ， 大概 有 五 页 这么 长 ，
Right .  ||| 对 。
Uh-huh .  ||| 嗯 。
Well , in this memo , Bush seemed to imply that he probably wanted to bomb this al-Jazeera TV station .  ||| 那么 在 这个 备忘录 当中 呢 ， 布什 就 似乎 表达 出 这么 一 个 含义 ， 说 ， 可能 想要 这个 炸 ， 炸 这个 半岛 电视台 。
Uh-huh .  ||| 嗯 ／ 。
Uh-huh .  ||| 嗯 。
At that time Blair tried his best to persuade him not to do it .  ||| 那 布莱尔 当时 是 竭力 地 劝阻 说 ， 这样 做 不 行 。
Uh-huh .  ||| 嗯 。
Uh-huh .  ||| 嗯 。
Well , but the very authenticity of the incident , I think , still needs to be determined by the British government or US government . ||| 那么 但是 说 ， 这个 本身 他 的 真实性 呢 ， 我 觉得 还 要 有待于 *T*-1 包括 英国 政府 或者 美国 政府 方面 来 做出 判断 。
They need to come out for making clarification and judgment .  ||| 得 出来 澄清 和 判断 。
Yeah .  ||| 嗯 。
Well , Mr . Wu , we know , ah , you worked as a reporter in Qatar and were very familiar with al-Jazeera TV station .  ||| 那么 吴 先生 我们 知道 啊 ， 您 在 卡塔尔 担任 过 这个 记者 哈 ， 对 半岛 电视台 呢 也 非常 地 熟悉 ， 那么 您 怎么 来 看待 这 件 事儿 ， 您 觉得 是 不 是 真的 ？
So how do you look at this incident ?  ||| 那么 吴 先生 我们 知道 啊 ， 您 在 卡塔尔 担任 过 这个 记者 哈 ， 对 半岛 电视台 呢 也 非常 地 熟悉 ， 那么 您 怎么 来 看待 这 件 事儿 ， 您 觉得 是 不 是 真的 ？
Do you think it is real or not ?  ||| 那么 吴 先生 我们 知道 啊 ， 您 在 卡塔尔 担任 过 这个 记者 哈 ， 对 半岛 电视台 呢 也 非常 地 熟悉 ， 那么 您 怎么 来 看待 这 件 事儿 ， 您 觉得 是 不 是 真的 ？
Um .  ||| 嗯 。
I think it is possible that the US wanted to bomb al-Jazeera TV station .  ||| 我 觉得 那个 美国 想 轰炸 半岛 电视台 ， 有 这 可能 。
Uh-huh .  ||| 嗯 。
That 's because all the things reported by al-Jazeera TV station since its establishment in 1996 were those the US did not want viewers in the world to look at , especially with respect to the Afghan war and Iraq war . ||| 因为 半岛 电视台 自从 一九九六年 成立 以后 啊 ， 它 所 报 的 东西 ， 是 美国 都 不 愿意 ， 嗯 ， 让 世界 观众 所 看到 的
Uh-huh .  ||| 嗯 。
Uh-huh .  ||| 嗯 。
Uh-huh .  ||| 嗯 。
What they reported was entirely incompatible with the so-called freedom of the press advocated by the US .  ||| 他们 所 报道 的 东西 跟 ， 跟 ， 美国 所 倡导 的 所谓 新闻 自由 是 完全 是 格格不入 的 。
Uh-huh .  ||| 嗯 。
For instance , the US attacked al-Jazeera TV station several times .  ||| 比如说 ， 美国 也 多 次 打压 半岛 电视台 ，
It happened once that when Bush , er , together with that Defense Secretary Rumsfeld visited Qatar , they , put pressure on the Qatari government , saying you should not broadcast these news items that were harmful to the US . ||| 曾经 有 这么 回 事 ， 就说 呃 布什 ， 呃 还有 那个 国防部长 拉姆斯菲尔德 *pro* 到 卡塔尔 访问 的 时候 ， 曾经 向 卡塔尔 政府 施过 压力 ， 施加 过 压力 ， 就说 ， 你
Uh-huh .  ||| 嗯 。
Uh-huh .  ||| 嗯 。
Well , later , under such circumstances , eh , the director of al-Jazeera TV station was replaced once .  ||| 那么 后来 呢 在 这个 情 ， 情况 之下 ， 嗯 ， 半岛 电视台 曾经 也 换 过 这个 台长 。
Uh-huh .  ||| 嗯 。
Under his pressure .  ||| 在 他 的 压力 之下 。
Uh-huh .  ||| 嗯 。
But , the leader of al-Jazeera TV station , Jazeera , ah , Qatar replied that we advocate the same freedom of the press as the freedom of the press in your country and that our government has no right to interfere with what is being reported ||| 但是 半岛 电视台 的 ， 半岛 那个 ， 啊 ， 那个 ， 卡塔尔 国家 领导人 的 回答 是 我们 所 ， 奉行 的 是 新闻 自由 ， 跟 你们 国家 一样 新闻 自由 ， 我们 的 政府 无 权 干涉 一 个
That is to say , eh , according to your judgment , this incident was possible because the US has long considered it a thorn in its flesh . ||| 那就是说 ， 嗯 ， 在 您 判断 的 这 件 事 有 可能 ， 是 因为 美国 呢 ， 长期以来 呢 就 把 它 作为 一 个 眼中钉 了 。
Right .  ||| 对 。
So , to say that the US government or the US president had such an idea , you think many people may easily believe it .  ||| 所以 说 ， 如果 美国 政府 或者 美国 总统 有 这样 的 想法 的话 ， 您 觉得 可能 是 很多 人 容易 相信 的 。
Yeah .  ||| 嗯 。
There is such possibility .  ||| 是 有 这 种 可能性 的 。
Right , yes .  ||| 对 ， 是 的 。
All right , regarding whether this incident was real or not , according to you two , eh , there is indeed a lot of information . ||| 好 ， 这 是 关于 这 件 事件 哈 到底 是 不 是 真的 ， 两 位 看来 呢 ， 就说 ， 嗯 ， 确实 还 有 很多 信息 。
There are no waves without wind .  ||| 无风不起浪 ，
Yeah .  ||| 嗯 。
Right , there are no waves without wind .  ||| 哎 无风不起浪 ， 就是 这 件 事儿 可能 还是 有 影 。
So , this incident probably does have some basis .  ||| 哎 无风不起浪 ， 就是 这 件 事儿 可能 还是 有 影 。
Some basis .  ||| 有 影 的 。
Well , let 's now focus on this al-Jazeera TV station .  ||| 那么说 ， 我们 再 来 关注 一下 这个 半岛 电视台 哈 ，
As a matter of fact , when we watch TV , we can see many news services , ah , including the US CNN and the British BBC , often replaying footage by al-Jazeera TV station . ||| 其实 在 很多 这个 新闻 中 ， 啊 包括 美国 的 这个 ＜ Ｅｎｇｌｉｓｈ ＞ ＣＮＮ ＜ ／ Ｅｎｇｌｉｓｈ ＞ ， 还有 这个 英国 的 ＜ Ｅｎｇｌｉｓｈ ＞ ＢＢＣ ＜ ／ Ｅｎｇｌｉｓｈ ＞ ， 我们 在
Since the al-Jazeera TV station logo is on , people should be quite familiar with al-Jazeera TV station .  ||| 因为 上面 有 这个 半岛 电视台 的 台标 ， 所以 大家 对 半岛 电视台 呢 应该 说 ， 还 是 不 陌生 的 。
The station logo , right .  ||| 台标 ， 对 。
Yeah .  ||| 嗯 。
But how did this al-Jazeera TV station rise to fame competing with so many Western media outlets in news coverage ?  ||| 但是 这个 半岛 电视台 到底 它 是 如何 在 和 众多 的 西方 媒体 的 新闻 大战 中 崛起 的 呢 ？
Let 's learn about this through another background video clip .  ||| 我们 再 通过 一 个 背景 短 片 了解 一下 。
Al-Jazeera TV station , established in November 1996 in Qatar , is an Arabic-language news TV station broadcasting global news and reports nonstop around the clock . ||| *T*-1 一九九六年 十一月 在 卡塔尔 建立 的 卡塔尔 半岛 电视台 ， 是 一 家 *T*-2 用 阿拉伯语 二十四 小时 不 间断 播送 全球 消息 和 报道 的 新闻 电视台 ， 工作 人员 全
Its staff all comes from various Arab countries , and its viewership has reached 50 million .  ||| *T*-1 一九九六年 十一月 在 卡塔尔 建立 的 卡塔尔 半岛 电视台 ， 是 一 家 *T*-2 用 阿拉伯语 二十四 小时 不 间断 播送 全球 消息 和 报道 的 新闻 电视台 ， 工作 人员 全
Prior to its establishment , there has been no Arabic-language TV station broadcasting news nonstop around the clock in the Arab world . ||| 在 它 建立 之前 ， 阿拉伯 世界 还 没有 一 个 *T*-1 二十四 小时 连续 播出 新闻 的 阿拉伯语 电视台 。
In September 2001 , the 9/11 attacks broke out in the US .  ||| 二零零一年 九月 ， 美国 九一一 事件 爆发 ，
On October 7 , the US and Britain launched military strikes on the Taliban in Afghanistan .  ||| 十月 七号 ， 美 英 对 阿富汗 塔利班 展开 军事 打击 ，
As a result , another news war erupted in the international media community .  ||| 于是 在 国际 传播 领域 又 掀起 了 一 次 新闻 大战 。
When people all over the world expected to watch the live broadcast of the war by the US CNN , they could only see a few blurry images on TV . ||| 当 世人 都 在 期待 美国 有线 新闻网 ＜ Ｅｎｇｌｉｓｈ ＞ ＣＮＮ ＜ ／ Ｅｎｇｌｉｓｈ ＞ 的 战况 直播 时 ， 人们 在 电视 上 看到 的 仅 有 几 个 *T*-2 模糊不清 的 画面 ，
Meanwhile , however , the little known al-Jazeera TV station based in the small Gulf country of Qatar suddenly emerged to broadcast the progress of the Afghan war in Arabic language and mobilized its 27 reporting stations all over the world ||| 而 与此同时 ， *T*-1 名不见经传 的 海湾 小 国 卡塔尔 的 半岛 电视台 横空出世 ， 用 阿拉伯语 播放 阿富汗 战事 进程 ， 并 调动 它 在 是 世界 各 地 的 二十七 个 记者站 ， 进行
When the Taliban regime announced that reporters from all countries were banned from entering the territory of Afghanistan , al-Jazeera TV station was the only one that could enter the Taliban-controlled area . ||| 当时 塔利班 政权 宣布 禁止 各 国 记者 进入 阿 境内 ， 而 卡塔尔 半岛 电视台 成为 惟一 *T*-1 能够 进入 塔利班 控制区 的 电视台 ，
Taking such an advantage , al-Jazeera TV station started to establish its unique leading position in covering the Afghan war with its frequent live broadcast of missile attacks on the Afghan capital of Kabul . ||| 利用 这 一 优势 ， 半岛 电视台 开始 在 阿富汗 战争 的 新闻 报道 中 独领风骚 ， 频繁 播放 了 导弹 袭击 阿富汗 首都 喀布尔 的 实况 。
During the war , al-Jazeera TV station continued to broadcast exclusive news and images under its logo and sell them to competitors at the high price of 20 ,000 US dollars per minute . ||| 在 战争 过程 中 ， 半岛 电视台 源源不断 地 播出 *T*-1 打 着 独家 标志 的 新闻 和 图像 ， 并 以 每 分钟 两万 美元 的 高价 转让 给 竞争 对手 。
While the US military searched everywhere for information on bin Laden in vain , al-Jazeera TV station frequently aired the footage of bin Laden making a speech . ||| 当 美国 军方 到处 搜集 本拉登 的 情报 而 不 得 时 ， 半岛 电视台 却 频频 播出 了 本拉登 讲话 的 录像 。
Mr . Wu , we know that you happened to be in Qatar when al-Jazeera TV station was just established in 1996 .  ||| 吴 先生 ， 我们 知道 一九九六年 半岛 电视台 刚 成立 的 时候 ， 您 那 时候 正好 在 卡塔尔 。
Right .  ||| 对 。
In addition , you were said to have attended the inaugural broadcast ceremony .  ||| 而且 ， 据说 您 还 参加 了 这个 开播 的 仪式 ，
