A much better looking News Night I might add as Paula Zahn sits in for Anderson and Aaron .  ||| 我 可能 会 补充 说 一下 ， 宝拉·赞恩 代班 安德森 和 亚伦 ， ＂ 新闻 之 夜 ＂ 更 漂亮 了 ．
You  're looking at the last things a young airman put into his pockets on the day he died clues to a World War Two cold case that you  're about to see for the very first time . ||| 你 看到 的 是 *T*-3 一 名 年轻 的 飞行员 在 他 死 的 那 天 最后 放到 他 口袋 里 的 东西 ．
You  're looking at the last things a young airman put into his pockets on the day he died clues to a World War Two cold case that you  're about to see for the very first time . ||| 你 将 马上 第一 次 亲眼 目睹 一 个 二 次 大战 悬案 的 线索 ．
It is a mystery that begins high in the Sierra Nevada Mountains at the bottom of a glacier .  ||| 这个 秘密 始于 内华达 高山 的 冰川 底部 ．
Two weeks ago climbers discovered a frozen man face down in the snow still in his army air force uniform and an unopened silk parachute . ||| 两 个 星期 前 有 登山者 发现 了 一 名 *T*-1 冻僵 的 男子 ， 脸 朝下 在 雪地 里 ， 仍然 穿 着 他 的 空军 制服 ， 还 有 一 个 *T*-2 未 打开 的 丝绸 降落伞 ．
After six decades the airman is exhumed from his icy tomb and thawed out .  ||| 在 六十 年 后 这个 飞行员 从 他 的 冰墓 中 被 挖掘 出来 并 解冻 ．
but he 's wearing no military dog tags or ID .  ||| 但 他 没有 佩戴 军队 身份 识别 标签 或 身份证 ．
Did this World War Two pilot perish when his training flight crashed in the mountains like twenty-five other ill fated flights more than sixty years ago? ||| 这个 二 次 大战 的 飞行员 六十多 年 前 在 他 的 训练 飞行 中 ， 是否 如同 其它 二十五 次 不幸 的 飞行 一样 坠机 在 山里 死 了 ？
The search for clues takes us to Honolulu Hawaii to the joint powmia accounting command or jpac .  ||| 寻找 线索 使 我们 来到 夏威夷 的 檀香山 ， 到达 联合 战俘 和 失踪 人员 统计 司令部 或 ＪＰＡＣ ．
The mystery of the frozen airman is just one of more than a thousand different unsolved cases that scientists here at jpac are trying to solve . ||| 这个 冻僵 飞行员 的 秘密 只 是 ＪＰＡＣ 这里 的 科学家们 正在 试图 解开 的 一千多 个 不同 的 悬案 中 的 一 个 ．
In this laboratory alone I 'm surrounded by the remains of at least twenty different service members who are in the process of being identified so that they too can go home . ||| 仅 在 这个 实验室 里 ， 我 四周 就 至少 有 二十 个 *T*-1 正在 确定 身份 以便 也 可以 回家 的 不同 军人 的 遗体 ．
The investigation begins with a team of forensic specialists who probe and study the airman 's bones teeth and his belongings to piece together who he is . ||| 这 项 调查 从 一 个 法医 专家 小组 开始 ， 他们 考察 和 研究 这 名 飞行员 的 骨骼 ， 牙齿 以及 他 的 遗物 以 汇总 分析 他 是 谁 ．
And almost immediately clues begin to surface .  ||| 而 线索 几乎 立刻 就 开始 浮现 ．
Dr . Robert Mann a forensic anthropologist has determined that the airman was Caucasian and had fair hair .  ||| 法医 人类学家 罗伯特·曼恩 博士 已经 确定 这 名 飞行员 是 白种人 而且 有 金发 ．
Next though I 'm going to have to look at his clavicles .  ||| 但 下 一 步 我 要 ， 我 得 看 一下 他 的 ， 他 的 锁骨 ．
The airman 's collar bones and pelvic bones prove that he was in his twenties and died in an airplane crash .  ||| 这 名 飞行员 的 锁骨 和 骨盆 的 骨骼 证明 他 是 二十多 岁 并且 死于 飞机 失事 ．
This is a person who likely died on impact versus perhaps freezing to death up in the mountains .  ||| 较之 或许 在 山里 冻僵 致死 ， 此 人 很 可能 死于 撞击 ．
I think that uh the injuries were so substantial um and severe that he would n 't have felt anything .  ||| 我 想 ， 这个 ， 嗯 ， *T*-1 受伤 处 非常 多 ， 嗯 ， 而且 严重 以致 使 它 ， 它 ％ ｐｗ 他 会 没有 任何 感觉 ．
He would have died immediately .  ||| 他 一定 会 是 当场 死亡 ．
One two-  ||| 一 ， 二 －－
Another important clue .  ||| 另 一 个 重要 的 线索 ．
He has a significant number of uh fillings .  ||| 呃 ， 他 有 多 处 ， 呃 ， 补 牙 ．
Like the bones xrays of his wisdom teeth also tell us something about his age .  ||| 和 骨骼 一样 ， 他 智齿 的 Ｘ光 也 告诉 我们 一些 关于 他 年龄 的 东西 ．
Root tips are closed .  ||| 牙根尖 已 ， 已 关闭 了 ．
they  're sealed up which is more indicative of someone who would be at least twenty-one years old .  ||| 它们 都 封闭 了 ， 这 更 可以 表明 这个 人 至少 有 二十一 岁 ．
And Dr . Andy Henry notices something else .  ||| 并且 安迪·亨利 博士 注意 到 了 其他 东西 ．
The airmen have straight teeth .  ||| 这 名 飞行员 有 整齐 的 牙齿 ．
so he had a nice smile good teeth .  ||| 所以 他 笑 起来 很 漂亮 ， 好 牙齿 ．
Yes I would have to say that yes .  ||| 是 的 ， 我 不得不 说 那个 是 的 ， 是 的 ．
Then there are the material clues the things he had on him when he died that offer a snapshot into who he could have been . ||| 接着 是 物件 线索 ， 这些 他 死 时 身上 的 东西 使 我们 能 想象 出 他 大概 会 是 个 什么样 的 人 ．
If there 's a badge or anything else that-  ||| （ （ 如果 ） ） 有 一 个 徽章 或 其他 东西 （ （ 那样 ） ） －－
We know he was wearing a World War Two army air force uniform .  ||| 我们 知道 他 穿 着 一 套 二战 的 军装 ．
Remnants of his sweater undergarments and socks are still intact .  ||| 他 毛线 ， 内衣 和 短袜 的 残余 部分 仍然 完好无损 ．
And more clues emerge from his tattered uniform a corroded nameplate this pin on his collar and this army aircorps insignia . ||| 而且 更 多 的 线索 从 他 破烂 的 制服 上 浮现 出来 ， 一 个 *T*-1 腐蚀 的 姓名牌 、 这个 *T*-2 在 他 领口 的 别针 以及 这个 空军 的 徽章 ．
When I found these insignia I was happy to see them .  ||| 当 我 发现 这个 徽章 的 时候 ， 我 高兴 地 看到 这些 东西 ．
And our young white-haired airman also carried this black comb and some pocket change forty-five cents worth .  ||| 而且 我们 年轻 的 白发 飞行员 还 带 了 这个 黑色 的 梳子 和 一些 *T*-1 值 四十五 美分 的 零钱 ．
Some of these dimes are in ranging from nineteen thirty-six to nineteen forty-two .  ||| 这些 一 角 硬币 有些 （ （ 在 ） ） 时间 从 １９３６年 到 １９４２年 不等 ．
In his uniform breast pocket Dr . Paul Emanovsky found this vintage Schafer pen and three small leatherbound address books . ||| 在 他 军装 胸前 的 口袋 里 ， 保罗·艾曼诺夫斯基 博士 发现 了 过时 的 斯科佛 笔 以及 三 本 皮面 的 小 地址薄 ．
The pages have been decomposing .  ||| 这些 页面 已经 腐烂 ．
but could they contain names of friends and loved ones?  ||| 但 上面 可能 会 有 朋友 和 亲人 的 名字 吗 ？
And we  're going to put it in a spectral comparator .  ||| 那么 我们 要 将 它 放到 一 个 光谱 比较仪 里 ．
At first nothing .  ||| 起初 什么 都 没有 ．
then like magic clues begin to emerge .  ||| 然后 像 魔术 一样 ， 线索 开始 浮现 ．
Uh you can see all these letters from the calendar Sunday Monday Tuesday up at the top one nine four and two .  ||| 呃 ， 你 可以 看到 日历 上 所有 这些 字母 ， 从 星期天 ， 星期一 ， 星期二 ， 到 最上面 有 一九四二 ．
Nineteen forty-two .  ||| １９４２年 ．
Yeah .  ||| 是 的 ．
After hours of meticulous examination of each address book they yield no personal information clues that could have faded with time . ||| 经过 数 小时 对 每 本 地址薄 仔仔细细 的 检查 后 ， 没有 得到 个人 信息 ， 线索 可能 因 时久 而 淡褪 了 ．
And so while we still do not know who our twenty-something fair-haired airman is enormous progress has been made .  ||| 那么 我们 虽然 仍然 不 知道 我们 这 名 二十多 岁 金发 飞行员 是 谁 ， 但是 已经 取得 了 巨大 的 进展 ．
Out of the thousands of unidentified World War Two service members Dr . Mann says they  've narrowed it down to just ten .  ||| 从 *T*-1 数以千计 *T*-2 未经 确认 的 二战 服役 人员 中 ， 曼恩 博士 说 他们 已经 将 其 缩小 至 十 人 ．
So what was it like to grow up there?  ||| 所以 在 那里 长大 是 怎样 的 经历 ？
In Pleasant Grove we recently met these three sisters all in their eighties who have high hopes that the frozen airman proves to be their big brother Glen Munn whose plane went missing in the Sierra back in nineteen forty-two . ||| 在 俄亥俄州 的 喜悦林市 ， 我们 最近 见到 了 这 三 姐妹 ， 都 已经 八十多 岁 了 ， 她们 都 抱有 极 大 希望 ， 那个 *T*-1 冻僵 的 飞行员 能 被 确证 为 是 他们 的 大哥 ，
Oh I just wanted you know to know that he was found and that we can have him brought home here for burial and-  ||| 噢 ， 我 只 想要 最后 结果 ， 你 知道 的 ， 知道 他 被 发现 ， 我们 可以 把 他 带回 这里 的 家 进行 安葬 而且 －－
We do n 't know that though .  ||| 不过 我们 不 知道 那些 ．
We do n 't .  ||| 我们 不 知道 ．
but that 's my wishes .  ||| 但 那 是 我 的 愿望 ．
And until they learn otherwise they say they will keep that hope alive .  ||| 而且 直 到 她们 知道 其他 消息 之前 ， 她们 说 她们 将 保留 这个 希望 ．
And in the weeks and months ahead scientists are convinced they will identify this airman and return him home to his family wherever they might be . ||| 而 在 今后 的 几 个 星期 和 几 个 月 里 ， 科学家们 相信 他们 将 确认 这 名 飞行员 的 身份 并且 将 他 送回 给 他 的 家人 ， 不管 他们 在 哪 ．
Thelma Gutierrez CNN Honolulu Hawaii .  ||| 塞尔玛·古铁雷斯 ， 美国 有线 电视 新闻网 ， 夏威夷 ， 檀香山 ．
And there are some new developments to talk about tonight .  ||| 而 今晚 我们 可以 讲 一些 新 的 进展 ．
Scientists may be even closer to solving the mystery .  ||| 科学家们 可能 已经 更 接近于 揭开 这 一 谜团 了 ．
For an update we  're joined by Dr . Robert Mann one of the senior scientists you just saw working on this cold case .  ||| 有关 最新 消息 ， 我们 有请 罗伯特·曼恩 博士 ， 他 就 是 你们 刚才 看见 的 *T*-2 在 研究 这个 悬案 的 资深 科学家 中 的 一 个 ．
Thanks for spending time with us tonight doctor .  ||| 非常 感谢 *PRO* 今晚 与 我们 共 度 时光 ， 博士 ．
We understand since Thelma left your laboratories you  've now wittled this down to perhaps four airmen .  ||| 我们 知道 自从 塞尔玛 离开 你 的 实验室 后 ， 你们 已经 把 这个 削减 到 可能 是 四 个 飞行员 了 ．
is that true?  ||| 那 是 真的 吗 ？
Well hi Paula .  ||| 啊 ， 你 好 ， 宝拉 ．
yes we have .  ||| 是 的 ， 我们 有 ．
Uh when the remains came in a little over a week ago our analysts and historians got to work on that .  ||| 呃 ， 在 一 个 多 星期 之前 遗体 过来 时 ， 我们 的 分析 人员 和 历史学家们 就 着手 那 项 工作 ．
and they were able to wittle it down the number of missing aircraft uh to a few .  ||| 那么 他们 把 失踪 飞机 的 数量 ， 呃 ， 减少 到 几 架 ．
and at this point they  've wittled it down to one aircraft and a missing crew of four individuals .  ||| 那么 ， 目前 他们 已经 减少 到 一 架 飞机 和 *T*-1 失踪 的 四 人 机组 ．
So we  've gone from several possible aircraft to one aircraft and from several missing airmen to four .  ||| 所以 我们 已经 从 几 架 *T*-1 可能 的 飞机 中 缩小 到 一 架 飞机 ， 并且 从 几 个 *T*-2 失踪 的 飞行员 缩小 到 四 个 ．
So how much easier will that make it for you to unlock this case , do you think?  ||| 那么 你 认为 那样 将 使 你 破解 此 案 容易 多少 ？
Well I think it  'll help quite a bit .  ||| 嗯 ， 我 想 它 会 有 一些 帮助 ．
Um any time you  've got a body uh or remains like this that has come in and they  're in pretty good condition such as this one is , it 's mummified remains . ||| 嗯 ， 任何 时候 当 你 有 一 个 ， 一 个 尸体 ， 嗯 ， 或是 像 这样 的 一 个 遗体 进来 时 ， 并且 他们 就 像 这 一 个 一样 保存 完好 －－ 它 那 就 是 干尸 ．
We have some soft tissue we can deal with .  ||| 我们 就 有 一些 软 组织 可以 进行 处理 ．
so we can look at the color of the hair .  ||| 所以 我们 可以 看 一下 这 头发 的 颜色 ．
we can tell right away the race and the sex of the individual .  ||| 我们 可以 马上 说出 这个 人 的 种族 和 性别 ．
but then there are other things that are hidden beneath the soft tissue that are revealed only in the skeleton .  ||| 但 有 另外 一些 东西 隐藏 在 软 组织 下面 ， 它们 只 会 在 骨骼 中 显露 出来 ．
and that 's where we  're going to now .  ||| 而 那 就 是 我们 现在 要 做 的 方向 ．
So in the interest of full disclosure what I know about forensics is basically what I  've learned on CSI .  ||| 那么 ， 要 充分 说明 一下 ， 我 所 知道 的 法医学 基本上 是 我 从 ＂ 犯罪 现场 调查 ＂ 上 学来 的 ．
and one would think that because you  've got it now narrowed down to four potential airmen that perhaps you could go to four families get strands of hair and try to do a potential DNA match with what you  've found in the ice . ||| 那么 有 人 可能 会 想 因为 你 现在 有 了 这个 ， 范围 ％ ｐｗ 缩小 到 四 个 潜在 飞行员 ， 可能 你 可以 去 四 家 人家 ， 取 几 缕 头发 并且 试 一下 与 你们 在 冰 里
Is it not that simple?  ||| 不 是 那么 简单 吗 ？
Well no no it 's not that simple .  ||| 这个 ， 不 ， 不 ， 不 是 那么 简单 ．
Um one thing we always caution people about is the pool of aircraft and missing airmen could be larger than what we  're looking at . ||| 嗯 ， 我们 一直 提醒 人们 的 一 点 是 飞机 ， 和 ， 和 *T*-2 失踪 的 飞行员 的 总和 可能 会 比 我们 在 查看 的 更 大 ．
And what we want to do is we do n 't want to just look at the material evidence that we have and immediately um jump to a conclusion that this is a certain individual . ||| 而 我们 要 做 的 是 ， 我们 不 要 仅仅 看 一下 我们 有 的 物证 便 立即 得出 一 个 ， 嗯 ， 呃 ， 草率 下 结论 ， 这 就 是 一 个 ， 一 个 ， 某某 人 ．
What we want to do is have the evidence speak for itself .  ||| 我们 要 做 的 是 让 这些 证据 自己 说话 ．
and when we look at this individual as we  've done the biological profile looking at his remains his bones his teeth and the material evidence . ||| 而 当 我们 看 这个 人 的 时候 ， 我们 已经 做 了 ， 因为 我们 观察 他 的 遗体 ， 他 的 骨骼 ， 他 的 牙齿 和 物证 已经 做出 了 其 体征 轮廓 ．
and what we  're able to tell from this individual is that he died in his twenties he stood somewhere between five foot nine and six foot two inches tall um he sustained massive trauma to his body on impact . ||| 那么 从 此 人 身上 我们 可以 说 的 是 他 是 ， 他 死 时 二十多 岁 ．
and what we  're able to tell from this individual is that he died in his twenties he stood somewhere between five foot nine and six foot two inches tall um he sustained massive trauma to his body on impact . ||| 他 身高 在 五 英尺 九 和 六 英尺 二 之间 ． 嗯 ， 他 受到 撞击 时 身体 ， 呃 ， 承受 了 大量 创伤 ．
And he 's Caucasoid male .  ||| 而且 我们 还 ， 他 是 白种人 ， 男性 ．
and so we know much more now just one week later than what we did when he came in about eight days ago .  ||| 那么 比起 大约 八 天 前 他 来 时 ， 现在 才 只 过 了 一 个 星期 ， 我们 知道 的 却 多 了 很多 ．
So the most important question is when do you think you  're going to know exactly who he is?  ||| 那么 最 重要 的 问题 是 ， 你 认为 什么 时候 你 将 知道 他 到底 是 谁 ？
Well that 's the most commonly asked question that we have .  ||| 啊 ， 那 是 人们 最 常 问 我们 的 问题 ．
and you know the reality is nobody can give you the answer .  ||| 而 现实 是 没 人 能 给 你 这个 答案 ．
Nobody knows for sure exactly when we  'll identify him .  ||| 没 人 确切 地 知道 我们 到底 什么 时候 将 确定 他 的 身份 ．
What it depends on is that all the lines of evidence come together for successful identification .  ||| 它 取决于 所有 的 证据 汇总 以 达到 成功 识别 ．
If I were to give my best opinion in this it would be a few weeks to a few months .  ||| 如果 我 要 给出 我 关于 这 件 事情 最 佳 意见 的话 ， 那 会 是 几 个 星期 到 几 个 月 之后 ．
Well we  'll be keeping our fingers crossed for you .  ||| 好 吧 ， 让 我们 为 你 祈祷 ．
Know how hard you all are working in the lab there Dr . Mann .  ||| 我们 知道 你们 所有 人 在 实验室 那里 都 在 十分 努力 地 工作 ， 曼恩 博士 ．
Thank you for spending some time with us tonight .  ||| 感谢 你 与 我们 今晚 在一起 度过 的 时光 ．
Thank you Paula .  ||| 谢谢 你 ， 宝拉 ．
thank you .  ||| 谢谢 －－
We  're going to turn now to some of the other stories in our world tonight .  ||| 我们 现在 要 关注 的 是 一些 今晚 其他 的 世界 报道 ．
Here 's Erica Hill from Headline News .  ||| 这里 是 ＂ 头条 新闻 ＂ 的 埃里卡 ．
Hi Erica .  ||| 你 好 ， 埃里卡 ．
Hi Paula .  ||| 你 好 ， 宝拉 ．
we start off with a tragic dispute after a traffic .  ||| 我们 首先 关注 的 是 一 场 不幸 的 纠纷 ， 是 在 交通 －－
a tragic death has now been settled in court .  ||| 法院 现 刚 结案 了 一 个 悲惨 的 死亡案 ．
Now the dispute came between divorced parents over where to bury their son who was killed in Iraq .  ||| 现在 在 *T*-2 已 离婚 的 父母 之间 展开 了 一 场 关于 他们 *T*-1 在 伊拉克 被 杀 的 儿子 埋葬 在 哪里 的 纠纷 ．
A California judge has now ruled army staff sergeant Jason Hendrix to remain buried next to his grandfather that is in Oklahoma where his father lives . ||| 加利福尼亚州 的 一 名 法官 现在 裁决 军人 杰森·亨德里克斯 中士 应当 仍然 安葬 在 他 的 祖母 ， 祖父 边上 ， 就 是 在 俄克拉荷马州 他 父亲 生活 的 地方 ．
His mother claimed her son wanted to be buried in California where she lived .  ||| 他 的 母亲 声称 她 的 儿子 希望 被 安葬 在 加利福尼亚州 ， 她 生活 的 地方 ．
but the judge says her testimony was quote forced and contrived .  ||| 但是 法官 称 她 的 证词 ， 引文 ， ＂ 牵强附会 ＂ ．
Austin Texas Republican Congressman Tom DeLay gets his way .  ||| 得克萨斯州 奥斯汀 的 共和党 议员 汤姆·迪雷 如愿以偿 ．
The judge scheduled to preside over his trial was removed from the case today .  ||| *pro* 原来 安排 *PRO* 审理 他 的 法官 今天 退出 该 案件 ．
DeLay 's attorneys heads off the recusal because they questioned the judge 's impartiality since he had contributed to Democratic causes . ||| 迪雷 的 律师 （ （ 阻止 规避 ） ） ， 因为 他们 置疑 法官 的 公正性 ， 因为 他 曾经 给 民主党 事业 捐款 ．
DeLay is charged with money laundering and conspiracy .  ||| 迪雷 被 指控 洗钱 和 共谋 ．
He has pleaded not guilty .  ||| 他 已 表示 不 服罪 ．
In Washington the federal reserve once again raising a key short term interest rate by a quarter percent .  ||| 在 华盛顿 ， 美国 联邦 储备 系统 又 一 次 将 关键 的 短期 利率 提高 了 四分之一 个 百分点 ．
It is the twelfth such hike since June of last year .  ||| 这 是 自从 去年 六月 以来 第十二 次 这样 的 加息 ．
More could be on the way .  ||| 接下来 可能 还 会 再 加 ．
In its statement the fed dismissed concerns that the economy has slowed down because of Hurricane Katrina .  ||| 美联储 在 声明 中 解除 了 认为 卡特里娜 飓风 已 造成 经济 减缓 的 担心 ．
And in case you missed it the Royals are here .  ||| 而且 ， 万一 你 忘记 了 这个 ， 皇室 在 这里 ．
Today Britain 's Prince Charles and his wife Camilla laid flowers at the World Trade Center site in New York and then dedicated a nearby memorial to British victims of the nine eleven attack . ||| 今天 英国 的 查尔斯 王子 和 他 的 夫人 卡米拉 在 纽约 世贸 中心 遗址 献花 ， 然后 将 一 个 附近 的 纪念碑 献给 ９１１ 袭击 中 的 英国 遇难者 ．
It is the first stop on their eight day trip across the United States Paula .  ||| 这 是 他们 全 美 八 天 行程 中 的 第一 站 ， 宝拉 ．
and I 'm sure I  'll be hearing a little bit more about it all week .  ||| 而且 我 肯定 在 整个 礼拜 里 我 将 会 一直 听到 一点 更 多 的 关于 它 的 报道 ．
Yeah Erica I actually um bumped into them along with three hundred of their closest friends earlier tonight on their last stop of the day here in New York . ||| 是 的 ， 埃里卡 ， 其实 我 今晚上 早些 时候 呢 ， 还 撞见 他们 ， 和 他们 三百 个 好友 一起 ， 在 纽约 ％ ｐｗ 他们 今天 的 最后 一 站 ．
and they were uh uh uh amazingly casual and accessible .  ||| 而且 他们 啊 ， 嗯 ， 嗯 ， 出奇 地 随意 和 容易 接近 ．
We were all quite surprised .  ||| 我们 都 相当 惊讶 ．
That 's good to hear .  ||| 那 听起来 不错 ．
Thanks Erica .  ||| 谢谢 ， 埃里卡 ．
see you a little bit later on .  ||| 稍后 再见 ．
And still to come on News Night tonight the saddest post-Katrina stories were those of the eldery who died in hospitals and nursing homes . ||| 而 接下来 今晚 的 新闻 之 夜 将 带来 最 悲伤 的 卡特里娜 过 后 的 报道 ， *pro* 说 的 是 那些 *T*-2 在 医院 和 老人院 中 死亡 的 老人 ．
Now there are thirteen investigations into why and how such tragedies happened .  ||| 有关 这些 悲剧 是 为什么 和 如何 发生 的 ， 现在 有 十三 项 调查 ．
And supermodels are n 't the only ones to whom weight matters .  ||| 而 体重 至关 紧要 ， 并非 仅 对 超级 模特 而言 ．
Jockies also may go too far to stay thin much too far .  ||| 骑师 为 保持 瘦身 ， 也 可能 会 走过头 ， 走火入魔 ．
When at my worst I was heaving three or five to six seven times a day .  ||| 在 *pro* 最 糟糕 的 时候 ， 我 每天 要 呕吐 三 次 或 五 到 六 、 七 次 ．
Starving to stay thin that and more still to come on News Night .  ||| 饿肚皮 来 保持 瘦身 ， 而且 更有甚者 ， 请 继续 收看 新闻 之 夜 ．
They happen to be the most vulnerable of hurricane victims the elderly many desperately ill living in nursing homes their fate in the hands of others . ||| 他们 恰恰 是 *T*-1 飓风 灾民 中 最 易 伤害 的 人 之一 ， 老年人 ， 许多 人 病情 严重 ， 住在 老人院 里 ， 他们 的 命运 在 其他 人 的 手里 ．
Dozens died .  ||| 几十 个 人 死 了 ．
There are at least thirteen investigations now underway .  ||| 至少 有 十三 项 调查 现在 正 在 进行 中 ．
And at some nursing homes the failure to evacuate cost lives .  ||| 而且 在 一些 老人院 里 ， 没有 撤离 的 代价 是 生命 ．
In other cases it was the evacuation itself that proved fatal .  ||| 在 其他 情况 下 ， 撤离 本身 却 要 了 命 ．
Here 's Keith Oppenheim .  ||| 这 是 基思·奥本海姆 ．
My mother was Thelma Wahl .  ||| 我 的 母亲 是 西尔玛·瓦尔 ．
She was ninety years old .  ||| 她 九十 岁 了 ．
She was a very good mother .  ||| 她 是 个 非常 好 的 母亲 ．
She was at Huntingdon because she needed care .  ||| 她 在 汉廷顿 因为 她 需要 人 照料 ．
Priscilla Scott is mourning .  ||| 普丽西拉·斯科特 正在 服丧 ．
Her ninety year old mother Thelma Wahl was a resident of the Huntingdon Place Nursing Home in Chalmette outside New Orleans . ||| 她 九十 岁 的 老母 ， 西尔玛·瓦尔 ， 曾 是 新奥尔良 周边 查麦特市 的 汉廷顿宫 老人院 的 住户 ．
Priscilla says Thelma Wahl had serious osteoperosis fractures in her vertebrae but says Thelma was not on the verge of death . ||| 普丽西拉 说 西尔玛·瓦尔 有 严重 的 骨质疏松症 ， 她 的 椎骨 骨折 ， 但 说 西尔玛 没有 濒临 死亡 ．
